/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001381.wav|She'll be feverish after so much thinking.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001153.wav|The elephant and the carpenter is the longest.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001341.wav|The end of February fourteenth.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0017_001247.wav|Fur flew through the air, teeth gnashed.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001259.wav|A raging fire was-in his eyes.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001198.wav|And on the top of them, came Winnie, the cute bear.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001240.wav|And they were sandy yellow brownish all over.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001112.wav|Tom, went on eeyore gloomily.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001132.wav|A fair jaw cracker dwarf language must be!
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001334.wav|Chapter eighteen, the return journey.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001151.wav|It's me PigLit, help help!
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001327.wav|The end part is fish mouth.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001317.wav|Chapter eleven on the doorstep.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001109.wav|Zero four three a silver shilling is journey.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001287.wav|What would they do at the end of the year?
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001298.wav|In which piglet meets a elephant.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001324.wav|Because he was a man with infinite resource and sagacity.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001066.wav|Mister share man, I move for a division.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001261.wav|From each cake, there sprang a huge dog.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001289.wav|This is the way that snakes always talk.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001247.wav|Fur flew through the air, teeth gnashed.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001335.wav|The straw, charcoal and the pea.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001226.wav|She just smiled calmly, mother knows that is the best smile.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0017_001297.wav|She and i are running a neck and neck race.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001072.wav|And what are doves. And what are doves.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0017_001323.wav|I'd just as soon swim your way as others do.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001138.wav|In my opinion that is a good idea!
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001236.wav|She jump at the tail and bite it savagely.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001246.wav|Clear are your eyes and bright your breath!
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001188.wav|But one requires the explorer to furnish proofs.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001164.wav|A half pounds of flour and two ounces suet.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001334.wav|Chapter eighteen, the return journey.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001052.wav|I did go, and made many prisoners.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001359.wav|He owed mister Lawson, I can't tell you how.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001297.wav|She and i are running a neck and neck race.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0017_001084.wav|A divine wrath made her blue eyes awful.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0017_001322.wav|No admittance except on party business.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001070.wav|At the roots-of a bush of a grass.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001063.wav|I have bunburyed all over goat on two separate occasions.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001277.wav|Born once every one hundred years, dies in flames!
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001247.wav|Fur flew through the air, teeth gnashed.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001082.wav|Who is been repeating all that hard stuff to you?
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0017_001179.wav|A large flat ferry boat was moored beside-it.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001102.wav|From August eighteenth, of their divorce.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001277.wav|Born once every one hundred years, dies in flames!
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001150.wav|Well anyhow it didn't rain, he said.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001258.wav|However, somebody killed something.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001132.wav|A fair jaw cracker dwarf language must be!
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0018_001054.wav|They went up to the dark mass job had pointed out.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001152.wav|This is Jack, the relatives of Tom.
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001369.wav|How could I dig burrows with short toe nails?
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0015_001081.wav|All smile were real and the happier the more sincere .
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001064.wav|Annie please please don't hurt me!
/rds/general/user/ak8224/home/emoji_project/data/Emotion/Emotion/Sad/processed/0016_001098.wav|You are not a runaway,who are you?
