client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment	char_count
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862085.mp3	b953b87cc4b2e6df62a156a543736e24380ffe71cb23cf0be5732bddf94f7fec	未来美国零售的专辑不计入排行榜。		14	0			出生地：36 江西省		zh-CN		16
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33130393.mp3	f700d0e34a5e9d806c06284274a77f2be9b44e962897c3b50a8bbd95cb781e04	心叶尾稃草为禾本科尾稃草属下的一个种。		10	0			出生地：36 江西省		zh-CN		19
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_35049789.mp3	af158b11a9226de7aff936bd4d33216b37c06d23a7b9b1e825675f77921a25fb	目前原址仍有园主一家居住。		4	0			出生地：36 江西省		zh-CN		13
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33274330.mp3	b7705adfde49a87d53954c7ae16a1e8d652ecedb2337b63f15185651bf5d0231	上述就是一个投票结果不受影响的例子。		4	0			出生地：36 江西省		zh-CN		18
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32875429.mp3	b95af9a1bc80af6d1c5bcf07a9dced0b803200d6cfacf08ab20991ecb755b9f8	此事实在是前车可鉴啊。		4	0			出生地：36 江西省		zh-CN		11
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_35787723.mp3	b9412c2caf265ab12d5207a7986be32d6a0f766caa4175a52884c95a2c4969f1	公约还将煤炭火力发电站的大气排放列为规制对象。		2	0			出生地：36 江西省		zh-CN		23
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862019.mp3	b78a62f8a2c1fc3ae3cc454c6e344e4ba6cff9bb2f789799186ebc585c7220be	阔鳞耳蕨为鳞毛蕨科耳蕨属下的一个种。		6	0			出生地：36 江西省		zh-CN		18
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32880320.mp3	b9898c5a0bc98e51f68df176c94667557b8e01684d109d840437d0d0d1f5e554	另可指多部以童话为蓝本改编的作品		4	0			出生地：36 江西省		zh-CN		16
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862107.mp3	b157784c6a676fd931e28fa5e696421c6a10d29dde3690d3b132ff6453a5e33e	作品由哥伦比亚电影公司负责发行。		6	0			出生地：36 江西省		zh-CN		16
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32875349.mp3	b6c736066fa211d26002401cf0ca87605413aeb22127d977b9e4b72d153ca8e4	由九十七名司铎名管理四十九个堂区。		8	0			出生地：36 江西省		zh-CN		17
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862047.mp3	b84dd8bbf2fdb650fde2e8aa77511e725713054598b58ba476ca371603f56b98	伟人后代中还有称为亚纳人的巨人。		14	0			出生地：36 江西省		zh-CN		16
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33130256.mp3	fd62a9c5f897795c80dd6edd56aefd528c44b2fedc92a232ba8f189d3aafb3f5	重瓣铁线莲为毛茛科铁线莲属下的一个变种。		6	0			出生地：36 江西省		zh-CN		20
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32875359.mp3	b72d0ca47423688f99ab0a6b1beb4edf77f45e3f33e7489ec266bd2b08b1ddf7	对应不同平台有着特定的图形用户界面。		6	0			出生地：36 江西省		zh-CN		18
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862031.mp3	b7d4b92dcc879264799ee599e100ec2231859c02c63bf85c524adf6ce0984bdf	第一家现代足球俱乐部是英国谢菲尔德足球俱乐部。		6	0			出生地：36 江西省		zh-CN		23
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862034.mp3	b88351b639ef2f997cb97ffcff800828d00c028fda41261ae598109812066e5d	林的亚裔身份也是一个敏感问题。		4	0			出生地：36 江西省		zh-CN		15
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33378478.mp3	bfb39760415ad84f4fd8f3cb92123331b2fdd976edcca69f176f49ab03f37c57	这些群都与瑟斯顿几何化猜想的八几何有关。		4	0			出生地：36 江西省		zh-CN		20
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32958566.mp3	b5349b4608921eece6197e1f91e8b888e5c085b0da5e7c7d27478e831a37724a	直到一个名叫丹尼亚尔的退伍士兵的出现。		4	0			出生地：36 江西省		zh-CN		19
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32861849.mp3	b2a859be5ec5e6958f09f363955619c28a072015a800513020d6a7e5ceab4a4f	齐亚诺被委派为阿尔巴尼亚总督。		14	0			出生地：36 江西省		zh-CN		15
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32861555.mp3	b50e42c9fd68dd1dfe5bd664d82f4699becd62f15d6da649f10584c616bc6ea9	洛克用炸药打开舱门。		6	0			出生地：36 江西省		zh-CN		10
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862006.mp3	b8004069417706ed7710ef3d7692a566cc6a7b1cc259430265f19c4726f65ec4	红纹马先蒿是列当科马先蒿属的植物。		4	0			出生地：36 江西省		zh-CN		17
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33135098.mp3	066d65cd01f79553263390113f881277b4cb71be37e7d8ae38fd4d87fbe85fe0	该片融合了少林功夫。		2	0			出生地：36 江西省		zh-CN		10
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33291418.mp3	e7ee26b217d334f662c34be48b429e04450c5b93210bfa3d3f985c0bf5899b0e	李县是美国南卡罗莱纳州东部的一个县。		4	0			出生地：36 江西省		zh-CN		18
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33130379.mp3	fef73bbc4aafc14b9749efe14395336eea5ba125fcb308d585ca9ac3e2d3d3a0	御史中丞的地位后来亦有所提高。		4	0			出生地：36 江西省		zh-CN		15
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33291594.mp3	ed2fd1541eb5935ded30796c681f7599b2cb3c5032808a8f3d9300fd01029d99	浅野长晟是江户时代前期大名。		10	0			出生地：36 江西省		zh-CN		14
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32880263.mp3	b6d4acf610395162636e7be94386c420f3a737d7cb58071bc4d079b6f7f0405b	墓主人相传为二十四孝中的东汉人郭巨。		4	0			出生地：36 江西省		zh-CN		18
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33274197.mp3	c224f6089f7a9b8662e5bcb0b78d45f7dde3f4fd9bfb062f6f19ffd1ab1a5e74	他也是验证码的第一个商业实现的开发者之一。		4	0			出生地：36 江西省		zh-CN		21
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_34953869.mp3	ada793e5cc9aae5ce9b68d123d98644a2e1c3963a62ef38ac273410731120217	黑白飞鼠为松鼠科黑白飞鼠属的动物。		2	0			出生地：36 江西省		zh-CN		17
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33074364.mp3	48b838634e56159ffc2133e7333ca58188fa8e79342a1bfc34e0531fb4f4e190	第六世洞阔尔活佛是内蒙古茂明安旗人。		2	0			出生地：36 江西省		zh-CN		18
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32875369.mp3	b94f8a9ef284f6b7d90b690cf9499b52dff051da160a03d7398f50cc3d804b87	阿姆斯特朗公司为此在国际范围内寻找客户。		4	0			出生地：36 江西省		zh-CN		20
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32958481.mp3	b3ad6220f6be67210c5d1ba4f3eaa8d1eb710c94e824a0ad6ef2992bbfae2aac	华南冠网椿为网蝽科冠网蝽属下的一个种。		4	0			出生地：36 江西省		zh-CN		19
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33367215.mp3	b24b78739e7b51d43772ee613504f42250f5ae321ecb05cd5c96111ab73f5256	心叶鳞花木为无患子科鳞花木属下的一个种。		4	0			出生地：36 江西省		zh-CN		20
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32880301.mp3	b92e792d84a645ceb728b7f4017b34af7c320976f64893d953d97676df2004cb	而彭顺后于新法书院毕业。		8	0			出生地：36 江西省		zh-CN		12
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32862045.mp3	b5d624850b7a72dfb0736e612d983499618c464162b95f322882c50e67a52171	在那里他被选为狱长。		4	0			出生地：36 江西省		zh-CN		10
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33130219.mp3	f5c7ecb4bc7bfdbeedebc0020d39dc9d7ccb776155bbfeaa57b9e83ea80ce8e1	齿叶猫尾木为紫葳科猫尾木属下的一个变种。		10	0			出生地：36 江西省		zh-CN		20
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32958486.mp3	b2b515145207265abc524f918a3c762c4bdd37eb7b07700d2a37084bf5fc4de9	微粒腹毛管蚜为毛管蚜科真毛管蚜属下的一个种。		8	0			出生地：36 江西省		zh-CN		22
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32958321.mp3	b2e25f6a778bfa35241c0fecb1551b010405bbaabe55f12117fab41ed5d235c3	赤胸狼蛛为狼蛛科狼蛛属的动物。		6	0			出生地：36 江西省		zh-CN		15
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33135087.mp3	06086802d62c968a0935f3634b37fb98a6688dd9c411d531b2aa053d4ee52d2e	佟兆元自奉天高等师范学校毕业。		2	0			出生地：36 江西省		zh-CN		15
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33297479.mp3	f725e076793ea718ea662cd9b7afbf5be8d2ecf33dcc2478daa18dc3cb9e92e0	交换律的简易版本通常会在初等数学教程中被教导。		2	0			出生地：36 江西省		zh-CN		23
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32875409.mp3	ba37e5cb2a1895656da6e7ded47dc03debb9ca2124b50cb8db118e4751d8c898	早年由举人捐内阁中书。		6	0			出生地：36 江西省		zh-CN		11
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33367222.mp3	b35002c3ce1c405ed9c5c5ae6c9adbebdc62f1d6ab0a3fb4bc8f082633bce2a7	鉴于有必要促进各国间友好关系的发展		4	0			出生地：36 江西省		zh-CN		17
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_32958496.mp3	b86259100aa9a2049793d9ee1c4ebda25bcf77f7009c25e609b0e299e845debe	灰腹绿锦蛇为游蛇科锦蛇属的爬行动物。		4	0			出生地：36 江西省		zh-CN		18
38f58268a87e9462be6cbcbc3871f9eca99b2f1eae0b6d0f388e29250a823c5435c5407e2666fc1e1b7a00231e2a9bf661bfa16b095202b7ce07145512a30b05	common_voice_zh-CN_33291679.mp3	e9680c139dfa28441744a40823dcd020cc3240a9221e3018ab9d307d30a04ff0	毕业于吉林省委党校法律专业。		4	0			出生地：36 江西省		zh-CN		14
