client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment	word_count
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24000635.mp3	0df531cfbc34765f13341bfbf8c4752ca2fe1910147a06ecf9c290345c3cd247	Wat een voorbeeldwerking naar de kandidaat-lidstaten moet daarvan uitgaan?		2	0			Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26587784.mp3	21739698acf04f45381314431be073d488e1493168bec440c11e5fbc7f62fdc6	Alleen de verwerkingsindustrie en de detailhandel zullen ervan profiteren.		2	0			Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26587456.mp3	220ce3025e6d43d45f8c8ed9f6debaabd8f67baa6a3a9367453a5d4586a563d9	Naar mijn idee zetten wij lijnrecht koers naar een grotere samenhang.		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23971637.mp3	0c1f4bb8cfc872cd969f0188a7970a6847b0a19ca4c5d6bae9c56c3d51a43917	Tegelijkertijd is deze kwestie zeer duidelijk politiek van aard.		2	0			Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23953919.mp3	0bc7c78ed13988f66873cb463ee2e62f0e753f4cd40975a28e06c0f02f43e1a0	Er is voor e-commerce een zeker wetgevingskader nodig dat als basis dient.		2	0			Nederlands Nederlands		nl		12
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23984946.mp3	0d70732320c6900c642b3e89f38ca3f625bd6c2d6a3d93e6820e2aec95ea6919	Dit pakket maatregelen is echter noodzakelijk.		2	0			Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23921561.mp3	097d9d420a397c37e4baf8344fb5eb5765303e10004301de38b7f04d03d8f056	Aan die verleiding mag echter niet toe worden gegeven.		2	0	fourties	male_masculine	Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24204398.mp3	0f8448b625279563a9e21b5341819b6d2e4cbe63be0d3b33db7086e41e174976	Want anders ontstaat er een situatie die volstrekt in tegenspraak is met onze verklaringen.		2	0			Nederlands Nederlands		nl		14
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23984666.mp3	0ba55a032c9a392037da6e680a975b60181a2a85e2fedc19318b0e95fdc1aec8	Lijdt men hier soms aan geheugenverlies?		2	0			Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24177852.mp3	1139020c309ea30e448e53497469b204cd453374b3cdada47c0f20546960f457	De laatste jaren is de maatschappelijke ongelijkheid toegenomen, net als de armoede.		2	0			Nederlands Nederlands		nl		12
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23934743.mp3	0a030040319e71a491db8e8497567ca42e8433b35103676677377cfd5988b256	Dat begint eigenlijk al met de informatie over de instelling van nieuwe deskundigengroepen.		2	0	fourties	male_masculine	Nederlands Nederlands		nl		13
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24072567.mp3	101b296d02949e60d2f4c386bc25a38507af3f973f4cf03833d14e0566a7cd6a	Daar zal het inclusieve karakter van het uitbreidingsproces worden onderstreept.		2	0			Nederlands Nederlands		nl		10
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26616038.mp3	233e3d9c8344682c0ab596d35c888ce201e8311b57701172e59c73f8d52868bf	Wat we nodig hebben, is decentralisatie en de suprematie van het recht.		2	0			Nederlands Nederlands		nl		12
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26647280.mp3	24dd7eb86d226bc3bdd050ca84d1e0ddbd61b8aa16c7aec662e7e83f7e067d9e	Dat is dus de strekking van dit mondeling amendement.		2	0			Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24085921.mp3	1015889979e2f3fb9fd09dafd61b9cfb156cc8ec1be30d000eb9bf9c73203380	De eerste tests op dit gebied lijken hoopgevend.		2	0			Nederlands Nederlands		nl		8
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23934638.mp3	0a502b2b8a1489568ae684d87e1fcb5eed9325a964c28ce3a3e9b999ae8a7977	De vervoersproblemen bieden een gemakkelijk alibi.		2	0	fourties	male_masculine	Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26653546.mp3	25dc35b4b5684e80edba0ad0d018e0801f8077f137ebbdcda4d0e76538c20ecb	Hoe staat het met nieuwe verkiezingen?		2	0			Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24014844.mp3	0dc9253f5946c8c485de85caf6aa0acb4663d92ee4707bf385bbd9e2edb4eb7e	Dan kom ik nu terug op de algemene begroting.		2	0			Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24071505.mp3	0fdfc7462cf5f356720c8941b14d01814fffa04067fc777d6cb93cb645c534d8	Ik zal de diensten vragen na te gaan of dat ook daadwerkelijk is gebeurd.		2	0			Nederlands Nederlands		nl		14
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26668648.mp3	25f6e6ea10e0618d924276d8c3486c96f38d4c1cf72a4ca93eb46e2e93bf3b09	Hoe representatief zullen deze verkiezingen zijn?		2	0			Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23934629.mp3	09f89ea137419507f20cd9f2d7dd57a520e582adfeb5e751e740706296405b33	Het gemeenschappelijk standpunt heeft de rechten van de auteurs dramatisch verzwakt.		2	0	fourties	male_masculine	Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24062872.mp3	0f58967e37fd3658b952ea73d3cbfe85ca03588240b3931b56bce9323a6ca6b1	Door uiterste terughoudendheid moeten beide zijden hun inzet voor de vrede duidelijk maken.		2	0			Nederlands Nederlands		nl		13
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24091019.mp3	105906e4d2dc7d26f91a28372dc2f05bceff7217f04a1c84287197f8825e24a6	We moeten de regels tegen oneerlijke handel niet versoepelen maar juist handhaven.		2	0			Nederlands Nederlands		nl		12
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26644498.mp3	24e209521e402a9a5ca1ad1273ead8d0bc744c1d2de64e3d69dd84cb0c1ce049	De afwijking had juist de algemene regel moeten worden.		2	0			Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23934692.mp3	0a4eedb66b1d5489139368f50a6f3fccf0b8ba5463ba63db28b29c1ce4a454ee	Dus dat is het mondelinge amendement: medeleven met het volk.		2	0	fourties	male_masculine	Nederlands Nederlands		nl		10
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23939154.mp3	0a1942c174d3a51b9d1409639392a1ea99d5a13476e4486b8a18055b1d454850	Maar kunt u mij ook zeggen waar de precieze antwoorden daarop gebleven zijn?		2	0			Nederlands Nederlands		nl		13
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26587885.mp3	21e3ee77b9664e19ad442434ccd1e27c4c1b2a1c4179f484d33718c4846dc11c	Ik zal me proberen te concentreren op een klein aantal zeer belangrijke onderwerpen.		2	0			Nederlands Nederlands		nl		13
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26643681.mp3	243d7b5eb542700edf1e1beb2939519b0147eb6a3918cde6a2ba5bd346a57fc6	Het is nu belangrijk dat de richtsnoeren in dit verslag ten uitvoer worden gelegd.		2	0			Nederlands Nederlands		nl		14
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26678910.mp3	26e5ac38dde95557b11e500fabc7ffb43f22933442c51fe40a566ab676609844	Mocht dit niet mogelijk blijken, dan wordt het het najaar.		2	0			Nederlands Nederlands		nl		10
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24163267.mp3	103000f8c903c4eb343ac84ab81523787161b249c72c61a1b870f41c132bb70e	Ik vermoed dat dit een inbreuk is op de regels van het interinstitutioneel akkoord.		2	0			Nederlands Nederlands		nl		14
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26653612.mp3	25c657ca3730f83e911ada813c93320c4c0a3048875749e86d883560e84da961	Ook heb ik voor dit dossier veel contact gehad met vakbonden.		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26580745.mp3	221af07a58eba8ef887cfdf0c7cf63b84727ca991c6cc2dfa4597ef575cc16bb	We weten waartoe dat heeft geleid.		2	0			Nederlands Nederlands		nl		6
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26663705.mp3	2637173e338e44b44cde199992f50ea84499202b4bd15bd417356b8a6a33d61c	Misschien wil een aantal van ons dat, ik weet het niet.		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23912684.mp3	08d9c32bedf5dda860f586990c3b7f7717d05da67326e43086c6e08a15428c71	Het supranationale marktmechanisme heeft van ons een tegenwicht nodig.		2	0	fourties	male_masculine	Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_23963687.mp3	0b6f0b4528c5c73183fcfa1b52a41d4483bfc3e5850ca98a68d45a4886441eed	We hopen vurig dat er een akkoord komt, maar het zal moeilijk worden.		2	0			Nederlands Nederlands		nl		13
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24085889.mp3	1045204bf6a547df43943f54f03789e9af5101a0b491ea0cf357f525aa083a21	Het is allemaal heel belangrijk, maar het is ook erg willekeurig.		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24085843.mp3	1050d4aa39a01c700fb3684e16b7672394fbe2c13c559ba8989c25c0a3fb2e31	We eisen dat er geen geweld wordt gebruikt tegen deze mensen.		2	0			Nederlands Nederlands		nl		11
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_24163701.mp3	105410b8772e3db2943fe77dab60dd0b4e7bd5a417ebcd5f063a38c26fdfa651	Voor die samenwerking staan uiteenlopende financiële instrumenten ter beschikking.		2	0			Nederlands Nederlands		nl		9
f1d68c1db286092eb50d7d911841e6bf5d7bdb63128e3d23c2c49bdf47502f5d953f248d9ce137dc914958dda945dc92ad287ee4e81abd9d7aa03d14dea19d58	common_voice_nl_26605432.mp3	22f36a3cadeea4a16cb20231b0610e13f354d29c8603781100dfbf09c10327d7	Het is niet gemakkelijk geweest.		2	0			Nederlands Nederlands		nl		5
